X1,X2,X3,X4,X5,X6,X7,T,Y
0.5267715509298669,0.3698124112053036,0.7228645092518736,0.49328548523865023,0.3893957701648386,1,1,0,0
0.7089992633722652,0.7417533940730795,0.9856769602579477,0.23070855471117757,0.7684586440501497,0,0,1,0
0.6538398043973891,0.013967579602710112,0.6098512123037723,0.8105798408947479,0.5741171918792645,0,0,0,1
0.36047969497621635,0.4825460518864212,0.354515146721998,0.5439003201222125,1.0285323898391854,0,0,0,0
0.6167730462182381,0.1860349688320645,0.29872008055178934,0.2783695855683366,0.3528383675715675,0,1,1,1
0.4952519592265483,0.9250237436735786,0.27709986617028615,0.8574247145576357,0.967466644233296,0,0,1,0
0.857223785715536,0.9959605647595298,0.4307817967778813,0.6928027203464491,1.0767146736405564,0,0,0,0
0.33852679597377044,0.015388696594381579,0.6520355016367076,0.8857254505262437,1.112793989032902,0,0,1,0
0.24644349643444863,0.15554821668926544,0.4998786474797752,0.06735026823738144,0.5607124003731911,1,1,0,1
0.5712052399020121,0.3580224236702285,0.8506609150974602,0.9231986614558346,0.8195124393839837,1,0,0,0
0.6745421302868555,0.47325918984514614,0.2587616580164738,0.45826417523107776,0.14158540605204897,0,0,1,0
0.06421304458154031,0.15442780571040415,0.8240015236450488,0.6974925446614003,0.22522170596006846,1,0,0,0
0.5464581135840483,0.3659886802297607,0.6431294002431474,0.45895899916397775,1.0045714777802437,0,1,0,1
0.8371489584023099,0.1420160569840252,0.3059501262645965,0.12072191161602253,0.5335500099664331,0,0,1,0
0.22027190425896237,0.17663830066875708,0.34006730647752315,0.3318479048604601,0.8703754989131014,0,1,0,0
0.6892276749638266,0.07451241105326067,0.9493149442904093,0.17957970739014772,0.8175688575762976,0,0,1,0
0.9967873190255006,0.8733388188050413,0.0313888002534477,0.328439271754272,0.43342558863312913,0,0,1,0
0.5974507056891878,0.10846705957827285,0.11036704881954273,0.6574475454913714,1.1306361545627097,0,0,1,1
0.6945292159546583,0.06611433540979805,0.49575894910981655,0.33248390685021323,0.9672825814751359,0,0,1,1
0.7012277567581239,0.6224390307799891,0.6694252876172498,0.9421863201434144,0.5443301868516677,0,0,0,0
0.6883573313555926,0.5523155674836614,0.6166520864519679,0.024051961294397683,0.03528931002143109,0,0,1,0
0.8236114852082681,0.294389500914237,0.9725438826350729,0.3176099459033722,0.5574745806894421,0,1,0,0
0.12017419820298836,0.24081908897517768,0.18597148671454178,0.5324652626979697,0.25545021906400167,0,0,0,1
0.47873898041285223,0.34886013688280837,0.9667586472050158,0.9990437555688905,0.5950384553949133,0,1,0,1
0.8975436563421093,0.1209877481023851,0.572020467041686,0.4549834628394891,0.6730287030979392,0,0,1,1
0.4928533827430498,0.261584143313741,0.8372551594647559,0.13275753423469505,0.7290910706133699,1,0,0,0
0.30294882575102045,0.322604079895202,0.07265143031776766,0.3353271441089871,0.6678006591688713,0,1,0,0
0.40173623841922323,0.8783925819271441,0.4167940529350608,0.8812940673296161,0.7167787680354833,1,0,1,0
0.6243974829983939,0.9826448720565764,0.139120722434521,0.42564213007100526,0.853922837440912,0,0,0,1
0.7330257626712103,0.5945880428175825,0.5554694925103021,0.6868814695741886,0.2420496903781551,0,0,0,0
0.17435329817519252,0.204030772797411,0.8002436976689542,0.588490988459924,0.9259070826231919,0,0,0,1
0.6927617588324589,0.0053027345346569055,0.7115876994126865,0.9748773592481629,1.1205140329158974,0,0,0,0
0.7931012670182015,0.7264897341975697,0.6508451923870756,0.735409101589088,0.5336085964757624,1,0,0,0
0.6572457933561978,0.12250102787451156,0.6930195613103499,0.7016586904554364,1.018316531780235,0,0,0,1
0.36931013503835786,0.32846867390730783,0.798194769960546,0.8225767724704198,0.4598847420797081,0,0,1,1
0.6147784392013508,0.015080493210818946,0.2310550152366906,0.2614259600414559,0.7824799093217553,0,0,1,0
0.8350679398568523,0.7512277655152849,0.6423291087220371,0.5666258742150297,0.4884007254844268,0,0,1,0
0.26436126233410107,0.0027263806307413763,0.9986670413346408,0.2376045094427207,0.8100815150139775,0,0,1,0
0.7048805865178738,0.5918683792377478,0.8400455950636866,0.34732425517672394,0.4679480064760866,1,0,0,0
0.3279027514591729,0.806195348232235,0.2455920251667807,0.0651665176559647,0.21517567620293215,1,0,1,0
0.8530593998030815,0.3062701323682012,0.8700760160756259,0.8885179877483913,0.41807384846375373,0,1,1,0
0.329348231246256,0.17744387109093818,0.19448112705933296,0.03881439090188055,0.49642435671408036,0,1,1,0
0.7637725844721763,0.12236896491475335,0.8647204859219079,0.8474362450630191,0.5728073113261458,0,0,1,0
0.6424462255896027,0.029320666810448315,0.8399836258064078,0.4715365484156232,0.8263539747726235,0,1,1,0
0.27520605059056746,0.4799266246281051,0.5292104684195477,0.27325783633467493,0.6937265138495293,0,1,1,1
0.06983766502222077,0.5156783646247557,0.7490776405816346,0.17516604872524,0.8555054793979626,0,1,0,1
0.2751839892532195,0.2660900831729035,0.3995751068140997,0.8061232694230719,0.9826599485651923,0,0,0,0
0.9859171370466165,0.6800743770775268,0.3295427035887184,0.08378765534176569,0.9113378010301364,0,0,0,0
0.5196470867691916,0.40792025701389933,0.2756440549809478,0.05453888771726534,0.7804993836557945,1,0,0,0
0.29927575829544406,0.20616898660551242,0.49683787538342583,0.46054148241215964,0.2673966174414796,0,0,0,0
0.7543119894402871,0.0734063147977998,0.6083994868151151,0.8674329262593637,1.0605922903763718,0,0,1,0
0.38778058373868407,0.3679345574317642,0.8220658093747765,0.4792323462283542,0.3989277439005665,0,0,1,0
0.19400929561846791,0.40233137835979516,0.4279747319889108,0.5736204009878354,0.18047830404269286,1,0,0,1
0.2817664635650883,0.13847883620196355,0.7914267067817231,0.20926574031273926,0.4504573509145005,0,1,0,0
0.6549935834753984,0.2411632428746998,0.2151763619503334,0.4125561558904336,1.0548263359394265,0,0,0,0
0.10788758364785844,0.5946980696074131,0.9359047607564365,0.27744397346812155,0.22302547477024665,0,0,1,1
0.6154882948525445,0.1694781073103595,0.35609783764918346,0.8025762516453638,1.0457567652968016,0,0,1,0
0.7564120097732525,0.01838873116188855,0.11928773980501939,0.3216768972611168,0.7745957178564171,0,0,1,1
0.15434430353581352,0.14820475071136918,0.04256754685189457,0.2767370375634023,0.8283782950276256,0,1,0,1
0.9491470935891786,0.9457501832331897,0.6417050618944151,0.21618171087555282,0.4166689988267604,1,0,1,1
0.7555079257649792,0.9348466002063657,0.9531799127201092,0.1971840102189082,0.5251389763125751,1,1,0,0
0.7488965313745564,0.9000538531904746,0.8679082116237271,0.689556196761077,0.2611880580995513,0,1,0,0
0.33360088094507134,0.1205871145750701,0.663633537498396,0.23820141792928418,0.4826642159220844,0,0,0,0
0.3010486592396746,0.5397391045722228,0.6087823785021959,0.9118539228465117,0.9069982708155196,0,0,0,0
0.5321876917652779,0.34963302998332724,0.7503418785748787,0.5277230693787848,1.05492859915994,0,0,0,0
0.37435451989393953,0.35644531945302227,0.005676749839160111,0.720915878919701,0.39983805340641454,0,0,0,0
0.2061360732175167,0.3972993042319196,0.24511396558930298,0.49082882218911683,1.0027316991251065,0,1,0,1
0.8179103168248603,0.11416485928725217,0.8358712903732822,0.6379337339416927,0.24062320653868063,0,0,0,0
0.9459401465284191,0.08332835071466305,0.29676448589775584,0.9861648284320099,0.4325201090210241,0,1,0,0
0.3081768590215085,0.056497686973607686,0.6286028258519776,0.7853695235219766,1.1650989751000365,0,0,1,1
0.49252475631505166,0.707516928309025,0.09087835811897915,0.4908543382646623,1.0770438394776676,0,0,1,0
0.29859764676458145,0.9250166799604446,0.13395834022952136,0.6619067859360918,0.300094715818734,0,0,1,0
0.21098865571864944,0.46920952848355835,0.37178552065967374,0.3986826609567685,0.345040836166949,0,0,1,1
0.1286758606403634,0.20958198889419333,0.3788482369381839,0.2934397157977312,0.914193880712549,0,1,1,0
0.4923684057787403,0.1713004646602273,0.39371928919912413,0.38127064319467097,0.5881122158456028,0,0,1,1
0.2021487503071504,0.8952927778433865,0.12477103626947872,0.04421411085157145,0.14173159490942336,1,0,1,0
0.2527358646225114,0.2751614742558445,0.25817029146454107,0.19814112349034052,0.5587805947075147,1,0,0,0
0.7834552276119805,0.5748289169048545,0.09153397924080542,0.3881974047484512,0.24819805472871623,0,0,0,0
0.19859862206770584,0.2293730466271776,0.8756032229069209,0.31119824590362366,0.756614845742697,0,0,0,0
0.5086299493444383,0.9956634291306355,0.9327238436743748,0.09282952222582719,0.11977241302600372,0,0,0,0
0.7887964531846317,0.8378577513780666,0.9935892650532173,0.5770315059469051,1.1264668325299798,1,0,1,0
0.5795864066942398,0.4811844371927343,0.7833372490779904,0.04205320719979477,0.9160681831356662,0,0,1,0
0.4721293518742866,0.357036705162997,0.9468961800110081,0.7516385687396371,1.1762300810882784,0,0,0,1
0.62301225143799,0.3263556668072274,0.7528622308610003,0.47438708100622706,0.5322457568795964,0,1,0,1
